FAC_US_CANADA_BORDER_FLG,GLOBALID,OBJECTID,SOURCE_ID,EPA_SYSTEM,REGISTRY_ID,STATUTE,RCR_NAME,RCR_STREET,RCR_CITY,RCR_STATE,RCR_STATE_DISTRICT,RCR_ZIP,RCR_COUNTY,RCR_EPA_REGION,RCR_STATUS,RCR_INDIAN_CNTRY_FLG,RCR_TRIBAL_LAND_CODE,FAC_FIPS_CODE,FAC_LAT,FAC_LONG,FAC_US_MEX_BORDER_FLG,RCR_IMP_WATER_FLG,RCRA_UNIVERSE,RCRA_NAICS,FAC_SIC_CODES,FAC_PERCENT_MINORITY,FAC_POPULATION_DENSITY,FAC_FEDERAL_AGENCY_CODE,CHESAPEAKE_BAY_FLAG,AIR_IDS,CWA_IDS,RCRA_IDS,TRI_IDS,SDWA_IDS,RCRA_CASE_IDS,RCRA_CURR_SNC,RCRA_CURR_COMPL_STATUS,RCRA_QTRS_IN_SNC,RCRA_QTRS_IN_NC,RCRA_CURR_VIOLATION_TYPES,RCRA_INSP_CNT,RCRA_LAST_INSPECTION_DATE,RCRA_DAYS_LAST_INSPECTION,RCRA_IEA_CNT,RCRA_LAST_IEA_DATE,RCRA_FEA_CNT,RCRA_LAST_FEA_DATE,RCRA_PENALTIES,RCRA_LAST_PENALTY_DATE,RCRA_LAST_INSP_DATE_EPA,RCRA_LAST_INSP_DATE_STATE,RCRA_LAST_FEA_DATE_EPA,RCRA_LAST_FEA_DATE_STATE,RCRA_LAST_IEA_DATE_EPA,RCRA_LAST_IEA_DATE_STATE,FAC_TRI_REPORTER,FAC_TRI_ON_SITE_RELEASES,FAC_DERIVED_HUC,FAC_DERIVED_WBD,FAC_DERIVED_WBD_NAME,FAC_MAP_FLG,FAC_MAP_ICON,LAST_VIOLATION_DATE,CURRENT_VIO_CNT,FAC_FEDERAL_AGENCY_NAME,FAC_TRI_OFF_SITE_TRANSFERS,RCR_FIPS_CODE,RCR_LAND_TYPE_CODE,RCR_OLDEST_OPEN_VIO_DATE,FAC_TRI_LAND_RELEASES,RCRA_MAP_ICON,EJSCREEN_FLAG_US,PCTILE_PCTPRE1960_US,PCTILE_DPM_US,PCTILE_CANCER_US,PCTILE_RESP_US,PCTILE_TRAFFIC_SCORE_US,PCTILE_PROXIMITY_NPDES_US,PCTILE_PROXIMITY_NPL_US,PCTILE_PROXIMITY_RMP_US,PCTILE_PROXIMITY_TSDF_US,PCTILE_O3_US,PCTILE_PM_US,MAX_PCTILE_US,DFR_URL
,,,,,,,,,,,,,,,,,,36059,40.631845999999996,-73.669818,,,Other,,,24.188000000000002,6453.900000000001,,,,,NYR000074724,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020206,Reynolds Channel-East Rockaway Inlet,Y,RCRA-IA-MN-N.png,,,,,36059,Municipal,,,RCRA-IA-MN-N.png,N,47,45,14,36,14,43,49,9,25,46,20,49,http://echo.epa.gov/detailed-facility-report?fid=110004555115
,,,,,,,,,,,,,,,,,,36081,40.774571,-73.799693,,,Other,,,65.991,17493.98,,,,,NYP004310603 NYP004313557,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020301020105,Westchester Creek-East River,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,N,69,66,63,66,53,68,63,18,62,66,48,69,http://echo.epa.gov/detailed-facility-report?fid=110058874482
,,,,,,,,,,,,,,,,,,36103,40.77993,-73.073834,,,Other,,,15.087000000000002,2734.75,,,,,NYD982535247,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020305,Brown Creek-Great South Bay,Y,RCRA-IA-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,27,41,17,39,26,13,56,23,44,52,16,56,http://echo.epa.gov/detailed-facility-report?fid=110004422660
,,,,,,,,,,,,,,,,,,36081,40.739309999999996,-73.79342,,,Other,,,72.348,21067.96,,,,,NYD000707430 NYP004260139,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020301020104,Flushing Creek-Flushing Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Not Indian/Unknown,,,RCRA-IA-MN-N.png,Y,78,87,79,85,88,89,83,25,81,87,69,89,http://echo.epa.gov/detailed-facility-report?fid=110004330778
,,,,,,,,,,,,,,,,,,36081,40.722229999999996,-73.76469,,,VSQG,22131,,79.867,18065.93,,,,,NYR000074369,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IC-MN-N.png,,,,,36081,Municipal,,,RCRA-IC-MN-N.png,Y,94,93,86,90,93,94,89,33,85,93,74,94,http://echo.epa.gov/detailed-facility-report?fid=110004554900
,,,,,,,,,,,,,,,,,,36103,40.814879999999995,-73.04081,,,Other,,,18.518,3090.27,,,,,NYD986901411,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020303,Patchogue River,Y,RCRA-IA-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,51,58,26,18,63,18,64,24,55,64,23,64,http://echo.epa.gov/detailed-facility-report?fid=110004447279
,,,,,,,,,,,,,,,,,,36005,40.8669,-73.79573,,,SQG,485111,,70.67,12829.34,,,,,NYR000199638,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,020301020203,East Creek-Mamaroneck Harbor,Y,RCRA-IC-MN-N.png,,,,,36005,State,,,RCRA-IC-MN-N.png,N,0,0,0,0,0,0,0,0,0,0,0,0,http://echo.epa.gov/detailed-facility-report?fid=110055471644
,,,,,,,,,,,,,,,,,,36059,40.798747999999996,-73.700125,,,VSQG,,7216,27.562,4092.35,,,NY0000001282002532,,NYD068075878,,,NY000A0000128200253200311,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020302010102,Mitchells Creek-Manhassett Bay,Y,RCRA-IC-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IC-MN-N.png,N,46,47,55,49,24,47,48,12,40,48,27,55,http://echo.epa.gov/detailed-facility-report?fid=110004366150
,,,,,,,,,,,,,,,,,,36103,40.76202,-73.43243,,,Other,49311 811412,,18.47,2105.42,,,,,NYR000135590,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020201,Massapequa Creek,Y,RCRA-IA-MN-N.png,,,,,36103,Private,,,RCRA-IA-MN-N.png,N,21,36,11,34,21,22,45,20,42,43,17,45,http://echo.epa.gov/detailed-facility-report?fid=110024257524
,,,,,,,,,,,,,,,,,,36119,40.91317,-73.77954,,,Other,,,53.049,7302.95,,,,,NYD001317221,,,,No,No Violation Identified,0,0,NA,0,7.7976E+11,11298,0,,0,,0,,4.93258E+11,7.7976E+11,,,,,,,02030102,020301020203,East Creek-Mamaroneck Harbor,Y,RCRA-IA-MN-G.png,,,,,36119,Not Indian/Unknown,,,RCRA-IA-MN-G.png,Y,90,91,97,94,92,86,80,78,89,93,81,97,http://echo.epa.gov/detailed-facility-report?fid=110004333720
,,,,,,,,,,,,,,,,,,36119,40.914269999999995,-73.79421,,,VSQG,,7216,60.054,9134.85,,,NY0000003551000347,,NYR000095182,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,020301020203,East Creek-Mamaroneck Harbor,Y,RCRA-IC-MN-N.png,,,,,36119,Not Indian/Unknown,,,RCRA-IC-MN-N.png,Y,91,92,85,89,85,87,79,77,91,94,83,94,http://echo.epa.gov/detailed-facility-report?fid=110012641819
,,,,,,,,,,,,,,,,,,36059,40.84841,-73.63559,,,VSQG,44611,,29.678,2475.26,,,,,NYR000085753,,,,No,No Violation Identified,0,0,NA,1,1.65223E+12,1200,0,1.23129E+12,0,,0,,,1.65223E+12,,,,1.23129E+12,,,02030201,020302010103,Glen Cove Creek-Hempstead Harbor,Y,RCRA-IC-MN-4.png,,,,,36059,Private,,,RCRA-IC-MN-4.png,Y,89,89,50,77,94,98,98,58,80,98,81,98,http://echo.epa.gov/detailed-facility-report?fid=110044944898
,,,,,,,,,,,,,,,,,,36119,41.1084,-73.797865,,,Other,,,20.873,1341.97,,,,,NYP004877254,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030101,020301010403,Saw Mill River,Y,RCRA-IA-MN-N.png,,,,,36119,Private,,,RCRA-IA-MN-N.png,N,43,45,14,37,47,12,28,41,44,47,32,47,http://echo.epa.gov/detailed-facility-report?fid=110069696760
,,,,,,,,,,,,,,,,,,36103,40.870872,-73.060222,,,VSQG,61111,,22.055,3778.7000000000003,,,,,NYD100381425,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020301,Town of Selden,Y,RCRA-IC-MN-N.png,,,,,36103,District,,,RCRA-IC-MN-N.png,N,45,52,26,18,47,24,63,22,47,66,26,66,http://echo.epa.gov/detailed-facility-report?fid=110004377834
,,,,,,,,,,,,,,,,,,36119,41.07396,-73.7734,,,Other,44711,,48.875,2662.78,,,,,NYD986953156,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,020301020102,Upper Bronx River,Y,RCRA-IA-MN-N.png,,,,,36119,Private,,,RCRA-IA-MN-N.png,N,54,55,60,42,46,17,34,56,52,58,43,60,http://echo.epa.gov/detailed-facility-report?fid=110000810383
,,,,,,,,,,,,,,,,,,36059,40.797779999999996,-73.46218,,,Other,,,19.732,2858.62,,,,,NYR000077495,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020201,Massapequa Creek,Y,RCRA-IA-MN-N.png,,,,,36059,Private,,,RCRA-IA-MN-N.png,N,37,55,23,43,58,24,64,37,56,63,31,64,http://echo.epa.gov/detailed-facility-report?fid=110012397012
,,,,,,,,,,,,,,,,,,09001,41.18486,-73.16811,,,Other,3219,,72.044,6910.55,,,,,CTD043209717,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,01100006,011000060303,Rooster River-Frontal Long Island Sound,Y,RCRA-IA-MN-N.png,,,,,09001,Private,,,RCRA-IA-MN-N.png,Y,99,93,52,81,97,60,98,98,99,99,82,99,http://echo.epa.gov/detailed-facility-report?fid=110003014568
,,,,,,,,,,,,,,,,,,36119,40.928039999999996,-73.78949,,,Other,,,48.438,7817.43,,,,,NYR000042036,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,020301020203,East Creek-Mamaroneck Harbor,Y,RCRA-IA-MN-N.png,,,,,36119,Municipal,,,RCRA-IA-MN-N.png,N,78,74,70,77,61,70,61,64,71,78,65,78,http://echo.epa.gov/detailed-facility-report?fid=110004535637
,,,,,,,,,,,,,,,,,,36103,40.91592,-73.147078,,,VSQG,,,19.242,1990.44,,,,,NYR000100586,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020302010303,West Meadow Creek-Stony Brook Harbor,Y,RCRA-IC-MN-N.png,,,,,36103,Private,,,RCRA-IC-MN-N.png,N,41,24,13,9,32,16,46,12,40,48,17,48,http://echo.epa.gov/detailed-facility-report?fid=110012206932
,,,,,,,,,,,,,,,,,,36103,40.72997,-73.39295,,,Other,,,46.209,4131.71,,,,,NYR000027987,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020406,Santapogue Creek-Great South Bay,Y,RCRA-IA-MN-N.png,,,,,36103,Private,,,RCRA-IA-MN-N.png,Y,92,85,44,66,65,87,90,46,88,89,50,92,http://echo.epa.gov/detailed-facility-report?fid=110004527548
,,,,,,,,,,,,,,,,,,36103,40.75264,-73.20882,,,Other,,5541,58.411,4469.85,,,NY0000001472804440,,NYD000699413,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020402,Orowoc Creek-Great Cove,Y,RCRA-IA-MN-N.png,,,,,36103,Private,,,RCRA-IA-MN-N.png,N,38,39,13,9,45,3,47,34,37,47,15,47,http://echo.epa.gov/detailed-facility-report?fid=110004328521
,,,,,,,,,,,,,,,,,,36119,40.99699,-73.66324,,,SQG,56291,,40.33,3807.08,,,,,NYR000127357,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,01100006,011000060403,Byram River,Y,RCRA-IC-MN-N.png,,,,,36119,Municipal,,,RCRA-IC-MN-N.png,Y,97,99,99,99,99,99,91,80,97,99,91,99,http://echo.epa.gov/detailed-facility-report?fid=110018888328
,,,,,,,,,,,,,,,,,,36059,40.642202,-73.633773,,,Other,,,36.987,7082.82,,,,,NYD981870306,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020205,Milburn Creek-Middle Bay,Y,RCRA-IA-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,32,33,8,31,31,27,34,7,26,34,13,34,http://echo.epa.gov/detailed-facility-report?fid=110008023254
,,,,,,,,,,,,,,,,,,36119,41.03688,-73.78287,,,Other,,,48.703,3886.66,,,,,NYD000765099,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,020301020102,Upper Bronx River,Y,RCRA-IA-MN-N.png,,,,,36119,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,66,77,72,56,77,37,53,63,54,78,64,78,http://echo.epa.gov/detailed-facility-report?fid=110015703513
,,,,,,,,,,,,,,,,,,36081,40.762904999999996,-73.77062,,,Other,,,61.27,15346.86,,,,,NYP004332896,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020302010101,Alley Creek-Little Neck Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,64,80,73,80,75,83,79,22,69,80,61,83,http://echo.epa.gov/detailed-facility-report?fid=110056501076
,,,,,,,,,,,,,,,,,,36059,40.623138999999995,-73.740043,,,Other,,,62.298,6896.26,,,,,NYD986887545,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020101,Hook Creek-Head of Bay,Y,RCRA-IA-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-N.png,Y,89,87,45,68,89,0,89,23,81,87,63,89,http://echo.epa.gov/detailed-facility-report?fid=110009477743
,,,,,,,,,,,,,,,,,,36081,40.69754,-73.74678,,,Other,,,88.894,16483.56,,,,,NYP004394730,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020101,Hook Creek-Head of Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,93,93,86,90,92,0,91,33,87,93,72,93,http://echo.epa.gov/detailed-facility-report?fid=110060214673
,,,,,,,,,,,,,,,,,,36119,40.978204999999996,-73.692621,,,Other,221122,7532,39.822,3860.61,,,NY0000003554800083,,NYD135811503 NYP005243472 NYP005244595,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,011000060405,Blind Brook-Horseneck Brook,Y,RCRA-IA-MN-N.png,,,,,36119,Private,,,RCRA-IA-MN-N.png,N,54,69,79,78,68,68,55,53,62,72,54,79,http://echo.epa.gov/detailed-facility-report?fid=110000808582
,,,,,,,,,,,,,,,,,,36059,40.757562,-73.587888,,,VSQG,,,43.053000000000004,4041.52,,,,,NYN008028938,,,,No,No Violation Identified,0,0,NA,0,1.48712E+12,3111,0,1.48824E+12,0,,0,,,1.48712E+12,,,,1.48824E+12,,,02030202,020302020203,Freeport Creek,Y,RCRA-IC-MN-G.png,,,,,36059,Not Indian/Unknown,,,RCRA-IC-MN-G.png,Y,90,89,46,70,90,56,94,82,86,93,67,94,http://echo.epa.gov/detailed-facility-report?fid=110070122029
,,,,,,,,,,,,,,,,,,36103,40.73303,-73.38958,,,Other,,,46.014,3959.9,,,,,NYD987024064,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020406,Santapogue Creek-Great South Bay,Y,RCRA-IA-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-N.png,Y,92,85,44,66,65,87,90,46,88,89,50,92,http://echo.epa.gov/detailed-facility-report?fid=110004499025
,,,,,,,,,,,,,,,,,,36081,40.757059999999996,-73.75535,,,Other,221122,,57.959,12199.960000000001,,,,,NYP005124912,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020302010101,Alley Creek-Little Neck Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,76,81,74,81,79,83,81,24,72,81,61,83,http://echo.epa.gov/detailed-facility-report?fid=110070433905
,,,,,,,,,,,,,,,,,,36059,40.644652,-73.591707,,,Other,,,48.627,6791.16,,,,,NYD987013935,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020205,Milburn Creek-Middle Bay,Y,RCRA-IA-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-N.png,Y,78,72,39,59,70,66,75,33,72,80,42,80,http://echo.epa.gov/detailed-facility-report?fid=110004494743
,,,,,,,,,,,,,,,,,,36081,40.71705,-73.75977,,,Other,,,82.91,17804.55,,,,,NYP004161899,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,92,90,82,87,83,0,85,29,82,89,69,92,http://echo.epa.gov/detailed-facility-report?fid=110038898253
,,,,,,,,,,,,,,,,,,36103,40.764438,-73.319863,,,Other,,,46.022000000000006,3686.2000000000003,,,,,NY0000094631,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020404,Carlls River,Y,RCRA-IA-MN-N.png,,,,,36103,Private,,,RCRA-IA-MN-N.png,N,69,56,30,20,55,28,66,36,60,71,33,71,http://echo.epa.gov/detailed-facility-report?fid=110004311003
,,,,,,,,,,,,,,,,,,36081,40.659427,-73.761265,,,LQG,237310,,89.906,10637.49,,,,,NYR000259978,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020101,Hook Creek-Head of Bay,Y,RCRA-IC-MN-N.png,,,,,36081,Municipal,,,RCRA-IC-MN-N.png,Y,99,99,96,99,99,0,98,35,96,98,82,99,http://echo.epa.gov/detailed-facility-report?fid=110071424267
,,,,,,,,,,,,,,,,,,36103,40.742519,-73.42007,,,Other,,,38.67,2632.55,,,,,NY0000016592,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020201,Massapequa Creek,Y,RCRA-IA-MN-N.png,,,,,36103,Private,,,RCRA-IA-MN-N.png,N,48,49,19,40,41,53,60,28,55,57,24,60,http://echo.epa.gov/detailed-facility-report?fid=110004307848
,,,,,,,,,,,,,,,,,,36059,40.72907,-73.611667,,,Other,,,56.485,6722.07,,,,,NYD991292004,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020204,Mill River,Y,RCRA-IA-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-N.png,Y,90,85,43,66,84,56,89,62,78,89,61,90,http://echo.epa.gov/detailed-facility-report?fid=110004509265
,,,,,,,,,,,,,,,,,,36103,40.731237,-73.293359,,,Other,44711,,35.17,4441.06,,,,,NYD987033818,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020407,West Channel-Dickerson Channel,Y,RCRA-IA-MN-N.png,,,,,36103,Private,,,RCRA-IA-MN-N.png,N,26,24,6,4,29,22,20,9,19,27,9,29,http://echo.epa.gov/detailed-facility-report?fid=110004504518
,,,,,,,,,,,,,,,,,,36081,40.77221,-73.80048,,,Other,,,65.989,17576.16,,,,,NYD000697771,,,,No,No Violation Identified,0,0,NA,0,6.04195E+11,13330,0,,0,,0,,,6.04195E+11,,,,,,,02030201,020301020105,Westchester Creek-East River,Y,RCRA-IA-MN-G.png,,,,,36081,Not Indian/Unknown,,,RCRA-IA-MN-G.png,N,69,66,63,66,53,68,63,18,62,66,48,69,http://echo.epa.gov/detailed-facility-report?fid=110004327764
,,,,,,,,,,,,,,,,,,36119,40.90247,-73.79057,,,Other,,,69.32000000000001,10278.23,,,,,NYP004210647,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,020301020203,East Creek-Mamaroneck Harbor,Y,RCRA-IA-MN-N.png,,,,,36119,Private,,,RCRA-IA-MN-N.png,Y,93,92,86,90,93,88,81,73,94,94,83,94,http://echo.epa.gov/detailed-facility-report?fid=110042417480
,,,,,,,,,,,,,,,,,,09001,41.123339,-73.365767,,,VSQG,,,26.956,2462.29,,,,,CTP000033972,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,01100006,011000060103,Outlet Saugatuck River-Frontal Long Island Sound,Y,RCRA-IC-MN-N.png,,,,,09001,Not Indian/Unknown,,,RCRA-IC-MN-N.png,N,34,29,10,33,35,0,38,29,34,43,22,43,http://echo.epa.gov/detailed-facility-report?fid=110070540455
,,,,,,,,,,,,,,,,,,36119,40.92642,-73.73375,,,Other,,,38.386,5674.67,,,,,NYP004776779,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,020301020203,East Creek-Mamaroneck Harbor,Y,RCRA-IA-MN-N.png,,,,,36119,Private,,,RCRA-IA-MN-N.png,N,43,50,64,59,33,43,39,47,45,52,35,64,http://echo.epa.gov/detailed-facility-report?fid=110069691701
,,,,,,,,,,,,,,,,,,09001,41.03798,-73.55126,,,Other,,,49.704,5849.47,,,,,CTD983872052,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,01100006,011000060401,Rippowam River,Y,RCRA-IA-MN-N.png,,,,,09001,Other Land Type,,,RCRA-IA-MN-N.png,Y,87,92,98,91,93,93,82,49,95,96,79,98,http://echo.epa.gov/detailed-facility-report?fid=110002487648
,,,,,,,,,,,,,,,,,,36059,40.68605,-73.59365,,,Other,44711,,62.651,8547.26,,,,,NYD986936946,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020205,Milburn Creek-Middle Bay,Y,RCRA-IA-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-N.png,Y,96,91,49,75,96,77,94,64,83,96,66,96,http://echo.epa.gov/detailed-facility-report?fid=110004458989
,,,,,,,,,,,,,,,,,,36059,40.75642,-73.56127,,,Other,49311,5093,42.59,4641.35,,,020000003605900425,,NYD987011400,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020203,Freeport Creek,Y,RCRA-IA-MN-N.png,,,,,36059,Private,,,RCRA-IA-MN-N.png,Y,89,85,44,67,83,53,92,82,85,91,63,92,http://echo.epa.gov/detailed-facility-report?fid=110001598566
,,,,,,,,,,,,,,,,,,36059,40.651309999999995,-73.56857,,,Other,,,47.57,6854.56,,,,,NYR000002451,,,,No,No Violation Identified,0,0,NA,0,8.18294E+11,10852,0,,0,,0,,8.18294E+11,,,,,,,,02030202,020302020203,Freeport Creek,Y,RCRA-IA-MN-G.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-G.png,Y,83,81,43,65,84,59,79,42,83,87,51,87,http://echo.epa.gov/detailed-facility-report?fid=110004512260
,,,,,,,,,,,,,,,,,,36103,40.85846,-73.08386,,,Other,44711,,18.779,3762.02,,,,,NYD986868131,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020301,Town of Selden,Y,RCRA-IA-MN-N.png,,,,,36103,Private,,,RCRA-IA-MN-N.png,N,53,49,27,18,46,11,61,30,55,66,26,66,http://echo.epa.gov/detailed-facility-report?fid=110004436361
,,,,,,,,,,,,,,,,,,36119,41.005205,-73.67379,,,Other,,,40.124,3270.44,,,,,NYP004817599,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,01100006,011000060403,Byram River,Y,RCRA-IA-MN-N.png,,,,,36119,Private,,,RCRA-IA-MN-N.png,Y,80,86,95,90,81,82,70,59,76,88,72,95,http://echo.epa.gov/detailed-facility-report?fid=110069703869
,,,,,,,,,,,,,,,,,,36081,40.741605,-73.77906,,,LQG,61111,,73.131,20082.09,,,,,NYR000010488,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020301020104,Flushing Creek-Flushing Bay,Y,RCRA-IC-MN-N.png,,,,,36081,Municipal,,,RCRA-IC-MN-N.png,Y,91,91,83,88,91,92,88,28,82,90,73,92,http://echo.epa.gov/detailed-facility-report?fid=110004516792
,,,,,,,,,,,,,,,,,,36103,40.895959999999995,-73.38634,,,Transporter,562119,,10.774000000000001,2474.41,,,,,NYR000160705,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020302010204,Northport Bay,Y,RCRA-IC-MN-N.png,,,,,36103,Private,,,RCRA-IC-MN-N.png,N,56,38,18,13,15,26,40,11,32,58,27,58,http://echo.epa.gov/detailed-facility-report?fid=110037432472
,,,,,,,,,,,,,,,,,,36081,40.73843,-73.73958,,,LQG,23411 485113,,67.807,12816,,,,,NYD982719338,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IC-MN-N.png,,,,,36081,State,,,RCRA-IC-MN-N.png,Y,61,95,89,92,96,96,94,42,93,96,77,96,http://echo.epa.gov/detailed-facility-report?fid=110008028669
,,,,,,,,,,,,,,,,,,36103,40.790883,-73.138199,,,Other,,,30.292,2245.65,,,,,NYR000026096,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020401,Connetquot River,Y,RCRA-IA-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,55,57,31,21,43,18,71,57,40,71,28,71,http://echo.epa.gov/detailed-facility-report?fid=110004526255
,,,,,,,,,,,,,,,,,,36059,40.650802999999996,-73.682115,,,Other,,,38.583,7944.2,,,,,NYP000959387,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020101,Hook Creek-Head of Bay,Y,RCRA-IA-MN-N.png,,,,,36059,State,,,RCRA-IA-MN-N.png,Y,88,84,42,64,84,81,88,30,55,85,56,88,http://echo.epa.gov/detailed-facility-report?fid=110023123519
,,,,,,,,,,,,,,,,,,36081,40.691514999999995,-73.77963,,,VSQG,44611,,90.54700000000001,20068.23,,,,,NYR000197202,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IC-MN-N.png,,,,,36081,Private,,,RCRA-IC-MN-N.png,Y,92,98,92,94,96,0,92,30,95,96,79,98,http://echo.epa.gov/detailed-facility-report?fid=110046536879
,,,,,,,,,,,,,,,,,,36081,40.69825,-73.8092,,,Other,,,79.284,23420.47,,,,,NYP004389656,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,93,93,86,90,94,0,88,26,91,91,75,94,http://echo.epa.gov/detailed-facility-report?fid=110060227062
